flight_number,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,aircraft_type,status,gate,extraction_date,data_source,flight_type,flight_duration_minutes
TG4257,TG,KMI,MDZ,2025-07-12 12:45:00,2025-07-12 19:15:00,B737,Scheduled,B23,2025-07-12,schedule,scheduled,390.0
SJ8073,SJ,EBL,ILR,2025-07-12 14:00:00,2025-07-12 18:00:00,A350,Delayed,D19,2025-07-12,schedule,scheduled,240.0
VN4501,VN,COR,BGA,2025-07-12 15:45:00,2025-07-12 22:30:00,A350,Scheduled,B41,2025-07-12,schedule,scheduled,405.0
SK9296,SK,CBQ,GRU,2025-07-12 10:00:00,2025-07-12 14:00:00,B737,Cancelled,C17,2025-07-12,schedule,scheduled,240.0
HV1065,HV,SCY,EBL,2025-07-12 15:30:00,2025-07-12 17:15:00,B787,Scheduled,D39,2025-07-12,schedule,scheduled,105.0
SQ3779,SQ,SIN,MIR,2025-07-12 06:45:00,2025-07-12 09:15:00,A320,On Time,D20,2025-07-12,schedule,scheduled,150.0
TT4357,TT,GMB,AMM,2025-07-12 06:30:00,2025-07-12 09:45:00,A320,Cancelled,D30,2025-07-12,schedule,scheduled,195.0
BA7183,BA,KIM,SFA,2025-07-12 21:15:00,2025-07-13 02:45:00,B777,Cancelled,B45,2025-07-12,schedule,scheduled,330.0
UK2513,UK,AMD,SVO,2025-07-12 08:30:00,2025-07-12 10:30:00,A320,Cancelled,B9,2025-07-12,schedule,scheduled,120.0
RO6290,RO,CUE,LOS,2025-07-12 21:45:00,2025-07-13 03:45:00,B787,Cancelled,D38,2025-07-12,schedule,scheduled,360.0
AT1091,AT,PRG,RAK,2025-07-12 22:30:00,2025-07-13 03:30:00,B737,Scheduled,C25,2025-07-12,schedule,scheduled,300.0
IB1584,IB,CJC,IBA,2025-07-12 19:00:00,2025-07-12 20:30:00,B737,Cancelled,B3,2025-07-12,schedule,scheduled,90.0
ME736,ME,CGH,MLX,2025-07-12 08:00:00,2025-07-12 09:15:00,B787,On Time,D6,2025-07-12,schedule,scheduled,75.0
WF811,WF,ICN,LXR,2025-07-12 20:00:00,2025-07-12 23:00:00,B737,Cancelled,C18,2025-07-12,schedule,scheduled,180.0
AF4766,AF,IPC,OUD,2025-07-12 22:15:00,2025-07-13 03:45:00,B777,Cancelled,D4,2025-07-12,schedule,scheduled,330.0
EY8493,EY,PMR,WLG,2025-07-12 13:30:00,2025-07-12 19:30:00,B777,On Time,C1,2025-07-12,schedule,scheduled,360.0
OK2548,OK,PYO,IKT,2025-07-12 11:00:00,2025-07-12 13:15:00,A320,Scheduled,B12,2025-07-12,schedule,scheduled,135.0
IX1330,IX,JNB,SVO,2025-07-13 00:30:00,2025-07-13 05:00:00,B777,Cancelled,A2,2025-07-12,schedule,scheduled,270.0
QZ3551,QZ,LGA,EMY,2025-07-12 17:15:00,2025-07-12 22:45:00,A320,Cancelled,C6,2025-07-12,schedule,scheduled,330.0
KL6284,KL,ILR,BJR,2025-07-12 07:15:00,2025-07-12 10:00:00,A320,Delayed,C32,2025-07-12,schedule,scheduled,165.0
XG4038,XG,JRS,ERH,2025-07-12 06:30:00,2025-07-12 11:15:00,A320,Cancelled,D28,2025-07-12,schedule,scheduled,285.0
BT7667,BT,XMS,BOM,2025-07-12 06:45:00,2025-07-12 09:30:00,B737,Cancelled,D37,2025-07-12,schedule,scheduled,165.0
DL3281,DL,IVC,MIA,2025-07-12 14:45:00,2025-07-12 20:15:00,B777,Delayed,C12,2025-07-12,schedule,scheduled,330.0
AF1072,AF,GRU,AWA,2025-07-12 13:00:00,2025-07-12 16:00:00,B737,Delayed,B17,2025-07-12,schedule,scheduled,180.0
F98544,F9,KAN,HGH,2025-07-12 15:15:00,2025-07-12 16:45:00,A350,Scheduled,A4,2025-07-12,schedule,scheduled,90.0
G47427,G4,GOI,CAI,2025-07-12 19:00:00,2025-07-13 00:15:00,A350,On Time,B13,2025-07-12,schedule,scheduled,315.0
MS6075,MS,WLG,JIJ,2025-07-12 19:30:00,2025-07-12 22:45:00,B737,Scheduled,D35,2025-07-12,schedule,scheduled,195.0
ZX8729,ZX,CAN,MDZ,2025-07-12 21:30:00,2025-07-13 01:15:00,A320,On Time,C29,2025-07-12,schedule,scheduled,225.0
VA7306,VA,TZX,BGW,2025-07-12 17:30:00,2025-07-12 21:45:00,A350,Scheduled,B17,2025-07-12,schedule,scheduled,255.0
KL5581,KL,HKG,TSN,2025-07-12 21:15:00,2025-07-13 04:00:00,B777,On Time,A14,2025-07-12,schedule,scheduled,405.0
G46779,G4,MZG,DWC,2025-07-12 09:15:00,2025-07-12 14:00:00,B787,On Time,D19,2025-07-12,schedule,scheduled,285.0
AT3394,AT,OGL,HYD,2025-07-12 10:30:00,2025-07-12 11:45:00,B777,Scheduled,D12,2025-07-12,schedule,scheduled,75.0
NK9309,NK,TUN,MDZ,2025-07-12 06:15:00,2025-07-12 11:45:00,B787,On Time,C34,2025-07-12,schedule,scheduled,330.0
ZX5968,ZX,FRA,IAD,2025-07-12 11:30:00,2025-07-12 15:30:00,B777,Delayed,B6,2025-07-12,schedule,scheduled,240.0
AZ213,AZ,CJC,BSB,2025-07-12 21:00:00,2025-07-13 02:15:00,B737,Scheduled,C30,2025-07-12,schedule,scheduled,315.0
SQ1596,SQ,LSC,EWR,2025-07-12 12:30:00,2025-07-12 14:30:00,B777,Scheduled,D29,2025-07-12,schedule,scheduled,120.0
IR8943,IR,ILR,CJU,2025-07-12 14:00:00,2025-07-12 16:45:00,B777,On Time,C33,2025-07-12,schedule,scheduled,165.0
AA5148,AA,CLO,PVR,2025-07-12 14:15:00,2025-07-12 17:15:00,B787,On Time,D9,2025-07-12,schedule,scheduled,180.0
LH7289,LH,IBA,ORD,2025-07-12 19:45:00,2025-07-13 01:30:00,B737,Scheduled,C33,2025-07-12,schedule,scheduled,345.0
QR4772,QR,BRC,OSM,2025-07-12 16:45:00,2025-07-12 20:15:00,A320,Delayed,D1,2025-07-12,schedule,scheduled,210.0
JU4526,JU,ROV,TRU,2025-07-12 17:00:00,2025-07-12 23:30:00,B737,Scheduled,C12,2025-07-12,schedule,scheduled,390.0
PX2312,PX,CHM,LGA,2025-07-12 11:00:00,2025-07-12 16:30:00,A350,Delayed,D30,2025-07-12,schedule,scheduled,330.0
SV9034,SV,TCP,BGA,2025-07-12 16:00:00,2025-07-12 17:30:00,B737,On Time,A32,2025-07-12,schedule,scheduled,90.0
HC2189,HC,CLO,TUU,2025-07-12 16:30:00,2025-07-12 21:15:00,B777,Cancelled,D22,2025-07-12,schedule,scheduled,285.0
MP4964,MP,YHZ,ATF,2025-07-12 10:45:00,2025-07-12 15:15:00,A350,Scheduled,D37,2025-07-12,schedule,scheduled,270.0
IB6716,IB,CBQ,ORD,2025-07-12 07:15:00,2025-07-12 11:00:00,A320,Cancelled,B8,2025-07-12,schedule,scheduled,225.0
AZ2575,AZ,CPT,NPE,2025-07-12 08:30:00,2025-07-12 09:45:00,B787,Delayed,A5,2025-07-12,schedule,scheduled,75.0
TT9811,TT,YVR,MQP,2025-07-12 23:30:00,2025-07-13 05:30:00,A350,Delayed,A37,2025-07-12,schedule,scheduled,360.0
TS7248,TS,BCD,KSW,2025-07-12 20:30:00,2025-07-12 21:45:00,A320,Scheduled,C24,2025-07-12,schedule,scheduled,75.0
PD740,PD,CPH,USN,2025-07-12 17:00:00,2025-07-12 20:00:00,A320,On Time,B49,2025-07-12,schedule,scheduled,180.0
BA7189,BA,PUS,RPN,2025-07-12 11:30:00,2025-07-12 16:30:00,A350,Cancelled,C22,2025-07-12,schedule,scheduled,300.0
AY553,AY,HMO,DIR,2025-07-12 10:45:00,2025-07-12 17:00:00,B787,Delayed,B21,2025-07-12,schedule,scheduled,375.0
G44742,G4,GYE,HIJ,2025-07-12 21:30:00,2025-07-13 04:15:00,A320,On Time,D5,2025-07-12,schedule,scheduled,405.0
PD4254,PD,RMQ,MQP,2025-07-12 07:45:00,2025-07-12 09:15:00,A350,Cancelled,A14,2025-07-12,schedule,scheduled,90.0
VJ7985,VJ,CHC,SHC,2025-07-12 23:45:00,2025-07-13 04:15:00,B777,Delayed,D39,2025-07-12,schedule,scheduled,270.0
KL5419,KL,WJU,CUZ,2025-07-12 20:45:00,2025-07-13 01:30:00,B777,Cancelled,B31,2025-07-12,schedule,scheduled,285.0
BT2268,BT,FTE,REC,2025-07-13 00:45:00,2025-07-13 05:45:00,B787,Scheduled,A33,2025-07-12,schedule,scheduled,300.0
SV9471,SV,OCC,CUE,2025-07-12 16:15:00,2025-07-12 21:30:00,B787,On Time,A33,2025-07-12,schedule,scheduled,315.0
VA9769,VA,CAI,TCQ,2025-07-12 09:30:00,2025-07-12 14:00:00,A350,Cancelled,C8,2025-07-12,schedule,scheduled,270.0
W61634,W6,YHZ,GMB,2025-07-12 08:15:00,2025-07-12 09:15:00,A350,Cancelled,D39,2025-07-12,schedule,scheduled,60.0
DT868,DT,SIN,YVR,2025-07-12 20:00:00,2025-07-13 02:15:00,B777,Scheduled,A37,2025-07-12,schedule,scheduled,375.0
UU2030,UU,SSA,RAK,2025-07-12 21:45:00,2025-07-13 02:00:00,B737,Cancelled,D6,2025-07-12,schedule,scheduled,255.0
JJ9825,JJ,EWR,JED,2025-07-12 06:45:00,2025-07-12 08:45:00,B777,On Time,C18,2025-07-12,schedule,scheduled,120.0
PK7266,PK,SLL,CPT,2025-07-12 21:45:00,2025-07-13 04:00:00,A320,On Time,C30,2025-07-12,schedule,scheduled,375.0
QR7672,QR,XMS,HKT,2025-07-12 16:15:00,2025-07-12 18:45:00,B737,Cancelled,A25,2025-07-12,schedule,scheduled,150.0
FJ6850,FJ,AUH,LIM,2025-07-13 00:45:00,2025-07-13 05:30:00,B777,Cancelled,C11,2025-07-12,schedule,scheduled,285.0
G36887,G3,TZX,ATF,2025-07-12 22:30:00,2025-07-13 01:45:00,B777,Delayed,C13,2025-07-12,schedule,scheduled,195.0
PD7990,PD,VIE,YWG,2025-07-12 12:15:00,2025-07-12 17:00:00,A350,Cancelled,A36,2025-07-12,schedule,scheduled,285.0
AV7343,AV,YOW,BOG,2025-07-13 00:45:00,2025-07-13 05:00:00,B737,Scheduled,D11,2025-07-12,schedule,scheduled,255.0
MS6461,MS,OTP,LSC,2025-07-12 10:30:00,2025-07-12 17:00:00,A350,Delayed,D49,2025-07-12,schedule,scheduled,390.0
LA1876,LA,FUK,SEA,2025-07-12 15:00:00,2025-07-12 17:00:00,B787,Cancelled,B30,2025-07-12,schedule,scheduled,120.0
IC6511,IC,PNQ,JOS,2025-07-13 00:30:00,2025-07-13 04:00:00,B777,Delayed,A31,2025-07-12,schedule,scheduled,210.0
F88343,F8,GRU,KSW,2025-07-12 18:00:00,2025-07-12 20:00:00,B737,Delayed,D34,2025-07-12,schedule,scheduled,120.0
SJ1445,SJ,TPE,ASW,2025-07-12 08:30:00,2025-07-12 15:00:00,A350,On Time,A17,2025-07-12,schedule,scheduled,390.0
WN8255,WN,DUD,DMK,2025-07-12 12:00:00,2025-07-12 14:00:00,A350,Cancelled,A50,2025-07-12,schedule,scheduled,120.0
MS7744,MS,WCA,AMD,2025-07-12 19:15:00,2025-07-13 00:00:00,A350,Scheduled,D18,2025-07-12,schedule,scheduled,285.0
W56098,W5,UIO,ZUR,2025-07-12 13:15:00,2025-07-12 15:30:00,B787,On Time,A6,2025-07-12,schedule,scheduled,135.0
SB1517,SB,PIU,CGH,2025-07-12 06:30:00,2025-07-12 10:45:00,B787,Delayed,C48,2025-07-12,schedule,scheduled,255.0
AD6653,AD,BCD,LLI,2025-07-12 08:15:00,2025-07-12 10:00:00,A320,Delayed,D3,2025-07-12,schedule,scheduled,105.0
BR605,BR,KWJ,EMY,2025-07-12 11:30:00,2025-07-12 16:45:00,A320,Delayed,D27,2025-07-12,schedule,scheduled,315.0
VN3862,VN,SYD,BJR,2025-07-12 16:00:00,2025-07-12 19:30:00,A350,Cancelled,C43,2025-07-12,schedule,scheduled,210.0
TS3490,TS,MTY,GMB,2025-07-12 06:15:00,2025-07-12 13:00:00,B787,On Time,D29,2025-07-12,schedule,scheduled,405.0
AZ6859,AZ,DOH,TNG,2025-07-12 12:30:00,2025-07-12 14:30:00,B737,Scheduled,D32,2025-07-12,schedule,scheduled,120.0
WG7562,WG,IPC,SFS,2025-07-12 06:30:00,2025-07-12 12:45:00,A350,Cancelled,B6,2025-07-12,schedule,scheduled,375.0
CI2920,CI,EBM,TUU,2025-07-12 20:15:00,2025-07-13 02:30:00,B787,Cancelled,B36,2025-07-12,schedule,scheduled,375.0
AA7486,AA,FTE,MIR,2025-07-12 17:15:00,2025-07-12 22:15:00,B737,Cancelled,B42,2025-07-12,schedule,scheduled,300.0
FZ1894,FZ,AXM,CAI,2025-07-12 14:00:00,2025-07-12 16:45:00,A350,Scheduled,B42,2025-07-12,schedule,scheduled,165.0
B65449,B6,YWG,CAN,2025-07-12 18:15:00,2025-07-12 22:45:00,A350,On Time,D12,2025-07-12,schedule,scheduled,270.0
MP7984,MP,TOE,LHR,2025-07-12 18:00:00,2025-07-12 20:30:00,B777,Scheduled,B29,2025-07-12,schedule,scheduled,150.0
WN4381,WN,AMS,EIL,2025-07-12 22:30:00,2025-07-13 01:15:00,B777,Cancelled,A8,2025-07-12,schedule,scheduled,165.0
FD1864,FD,KMG,ELS,2025-07-12 10:45:00,2025-07-12 12:45:00,B777,Scheduled,C46,2025-07-12,schedule,scheduled,120.0
KL7126,KL,CWB,CUC,2025-07-12 12:15:00,2025-07-12 15:45:00,A320,On Time,B28,2025-07-12,schedule,scheduled,210.0
G34902,G3,CAI,ADD,2025-07-12 08:45:00,2025-07-12 13:30:00,B737,Delayed,A3,2025-07-12,schedule,scheduled,285.0
ZX2209,ZX,KIM,ANF,2025-07-12 14:30:00,2025-07-12 17:30:00,B777,Delayed,D22,2025-07-12,schedule,scheduled,180.0
UU4749,UU,GPS,SLL,2025-07-12 06:45:00,2025-07-12 12:30:00,B737,Cancelled,D43,2025-07-12,schedule,scheduled,345.0
SB811,SB,XMS,MDE,2025-07-13 00:00:00,2025-07-13 05:00:00,B787,Delayed,A29,2025-07-12,schedule,scheduled,300.0
U28075,U2,HEL,WAW,2025-07-12 08:30:00,2025-07-12 11:45:00,A350,Cancelled,B49,2025-07-12,schedule,scheduled,195.0
SW5396,SW,KIX,YVR,2025-07-12 15:45:00,2025-07-12 18:00:00,B737,Scheduled,D36,2025-07-12,schedule,scheduled,135.0
PD7836,PD,RMQ,HUN,2025-07-13 00:15:00,2025-07-13 06:15:00,B787,On Time,A50,2025-07-12,schedule,scheduled,360.0
QF3676,QF,DEN,HRG,2025-07-12 15:45:00,2025-07-12 18:00:00,B777,On Time,C50,2025-07-12,schedule,scheduled,135.0
PC2297,PC,SJD,NKG,2025-07-13 00:00:00,2025-07-13 01:45:00,A350,Scheduled,D9,2025-07-12,schedule,scheduled,105.0
OZ4560,OZ,ATH,MED,2025-07-12 20:00:00,2025-07-12 22:00:00,B737,On Time,C49,2025-07-12,schedule,scheduled,120.0
WJ2450,WJ,OSM,ORD,2025-07-12 08:30:00,2025-07-12 15:15:00,A320,On Time,A47,2025-07-12,schedule,scheduled,405.0
F83494,F8,RPN,DXB,2025-07-12 08:00:00,2025-07-12 09:15:00,B737,On Time,A50,2025-07-12,schedule,scheduled,75.0
JQ6357,JQ,XMN,TOE,2025-07-12 07:45:00,2025-07-12 14:15:00,B737,On Time,D4,2025-07-12,schedule,scheduled,390.0
JJ6022,JJ,NPE,ILR,2025-07-12 14:30:00,2025-07-12 16:30:00,A320,On Time,A37,2025-07-12,schedule,scheduled,120.0
F83570,F8,LIM,SHC,2025-07-12 06:45:00,2025-07-12 12:00:00,A320,Cancelled,A24,2025-07-12,schedule,scheduled,315.0
AI4537,AI,HND,TAB,2025-07-12 23:00:00,2025-07-13 05:00:00,B777,Cancelled,B16,2025-07-12,schedule,scheduled,360.0
B63172,B6,CAI,GRU,2025-07-12 09:00:00,2025-07-12 12:15:00,B787,Scheduled,A29,2025-07-12,schedule,scheduled,195.0
TP3618,TP,CHC,HBA,2025-07-12 14:00:00,2025-07-12 16:15:00,A320,Cancelled,A13,2025-07-12,schedule,scheduled,135.0
HC7563,HC,XMN,FUK,2025-07-12 23:15:00,2025-07-13 02:45:00,B737,Delayed,A41,2025-07-12,schedule,scheduled,210.0
SQ4357,SQ,SDU,MUH,2025-07-12 10:45:00,2025-07-12 16:30:00,B787,Delayed,D25,2025-07-12,schedule,scheduled,345.0
DT3638,DT,IPC,EBL,2025-07-12 12:45:00,2025-07-12 16:15:00,B777,Scheduled,C6,2025-07-12,schedule,scheduled,210.0
VA4574,VA,PUS,MDZ,2025-07-12 06:00:00,2025-07-12 12:15:00,B737,Scheduled,D19,2025-07-12,schedule,scheduled,375.0
SQ9208,SQ,PUS,BRC,2025-07-12 08:15:00,2025-07-12 13:30:00,A320,On Time,A32,2025-07-12,schedule,scheduled,315.0
SY664,SY,ARN,YUL,2025-07-12 09:00:00,2025-07-12 11:00:00,B787,Scheduled,B50,2025-07-12,schedule,scheduled,120.0
WS5821,WS,TTT,HUN,2025-07-12 14:15:00,2025-07-12 19:45:00,B787,On Time,A39,2025-07-12,schedule,scheduled,330.0
WF691,WF,VOG,FEZ,2025-07-12 06:15:00,2025-07-12 08:30:00,B737,Delayed,D38,2025-07-12,schedule,scheduled,135.0
P59054,P5,NGO,VDA,2025-07-12 06:30:00,2025-07-12 12:00:00,A350,Cancelled,D9,2025-07-12,schedule,scheduled,330.0
KE4774,KE,ATH,CPH,2025-07-12 20:30:00,2025-07-12 22:00:00,B787,Cancelled,A12,2025-07-12,schedule,scheduled,90.0
TT1471,TT,IBA,RMF,2025-07-12 16:30:00,2025-07-12 22:15:00,A320,Delayed,C38,2025-07-12,schedule,scheduled,345.0
U21777,U2,KUL,PUS,2025-07-12 22:30:00,2025-07-13 02:00:00,B737,Delayed,B22,2025-07-12,schedule,scheduled,210.0
QZ2017,QZ,RSU,NJF,2025-07-12 08:30:00,2025-07-12 12:30:00,B787,Scheduled,D38,2025-07-12,schedule,scheduled,240.0
BL6030,BL,EUN,BSB,2025-07-12 09:00:00,2025-07-12 14:30:00,A350,Scheduled,D16,2025-07-12,schedule,scheduled,330.0
RO1089,RO,JUL,OTP,2025-07-13 00:30:00,2025-07-13 02:45:00,B787,Delayed,B3,2025-07-12,schedule,scheduled,135.0
LO9813,LO,CUC,OCC,2025-07-12 17:45:00,2025-07-12 22:00:00,B777,Delayed,D2,2025-07-12,schedule,scheduled,255.0
CX4153,CX,OKA,CHC,2025-07-12 14:45:00,2025-07-12 17:00:00,B787,On Time,D15,2025-07-12,schedule,scheduled,135.0
VY8418,VY,YWG,SAW,2025-07-12 10:30:00,2025-07-12 16:30:00,B787,On Time,C41,2025-07-12,schedule,scheduled,360.0
OZ752,OZ,CMN,BCD,2025-07-12 13:15:00,2025-07-12 15:15:00,A350,Cancelled,D25,2025-07-12,schedule,scheduled,120.0
AT2638,AT,TNG,WAW,2025-07-12 17:30:00,2025-07-13 00:00:00,A350,Delayed,D48,2025-07-12,schedule,scheduled,390.0
VJ3524,VJ,WCA,KHH,2025-07-12 08:00:00,2025-07-12 13:00:00,B777,Cancelled,C17,2025-07-12,schedule,scheduled,300.0
RO3793,RO,OKA,CPH,2025-07-12 16:15:00,2025-07-12 19:30:00,B787,Cancelled,D26,2025-07-12,schedule,scheduled,195.0
AF8664,AF,CHM,TCQ,2025-07-12 09:45:00,2025-07-12 15:15:00,B787,Delayed,D39,2025-07-12,schedule,scheduled,330.0
SY4751,SY,CNF,ZCO,2025-07-12 06:45:00,2025-07-12 12:00:00,A320,Delayed,C1,2025-07-12,schedule,scheduled,315.0
AR143,AR,XNH,ARN,2025-07-12 06:00:00,2025-07-12 07:15:00,A320,Scheduled,C24,2025-07-12,schedule,scheduled,75.0
MS1594,MS,SIN,SSH,2025-07-12 15:00:00,2025-07-12 20:30:00,B737,Cancelled,A27,2025-07-12,schedule,scheduled,330.0
JU5740,JU,DUR,BEV,2025-07-12 18:45:00,2025-07-12 21:45:00,B787,Cancelled,C25,2025-07-12,schedule,scheduled,180.0
XG2251,XG,PHC,OTP,2025-07-12 18:45:00,2025-07-12 20:15:00,B737,Delayed,A34,2025-07-12,schedule,scheduled,90.0
RO7173,RO,GAE,RMF,2025-07-12 14:30:00,2025-07-12 19:00:00,A320,On Time,B1,2025-07-12,schedule,scheduled,270.0
SJ8709,SJ,LTX,YUL,2025-07-12 12:15:00,2025-07-12 14:00:00,A320,Cancelled,C26,2025-07-12,schedule,scheduled,105.0
CI7551,CI,SVO,LST,2025-07-12 16:30:00,2025-07-12 18:30:00,B777,Scheduled,A18,2025-07-12,schedule,scheduled,120.0
MS4701,MS,SJD,FOR,2025-07-12 18:00:00,2025-07-12 20:00:00,B737,Delayed,A32,2025-07-12,schedule,scheduled,120.0
WG2144,WG,NRT,HFA,2025-07-12 16:45:00,2025-07-12 19:15:00,B787,Scheduled,B41,2025-07-12,schedule,scheduled,150.0
RO2535,RO,CRK,WCA,2025-07-12 12:00:00,2025-07-12 15:45:00,A350,Cancelled,C27,2025-07-12,schedule,scheduled,225.0
F84224,F8,MED,LST,2025-07-12 13:15:00,2025-07-12 18:30:00,B787,Delayed,D15,2025-07-12,schedule,scheduled,315.0
DJ3719,DJ,TUN,AEP,2025-07-12 22:45:00,2025-07-13 01:45:00,A350,Delayed,A46,2025-07-12,schedule,scheduled,180.0
HC1443,HC,CNF,YHZ,2025-07-12 16:15:00,2025-07-12 20:30:00,B737,Delayed,C31,2025-07-12,schedule,scheduled,255.0
XG9673,XG,EUN,AYP,2025-07-13 00:45:00,2025-07-13 02:00:00,A350,Delayed,D31,2025-07-12,schedule,scheduled,75.0
CM6833,CM,IGR,LOS,2025-07-12 22:00:00,2025-07-13 04:45:00,A320,Delayed,A14,2025-07-12,schedule,scheduled,405.0
TS9321,TS,OVB,JOS,2025-07-12 15:45:00,2025-07-12 21:30:00,B787,On Time,C25,2025-07-12,schedule,scheduled,345.0
JJ3911,JJ,RMF,CHM,2025-07-12 13:00:00,2025-07-12 15:30:00,A320,On Time,A17,2025-07-12,schedule,scheduled,150.0
RO6187,RO,AQP,ADZ,2025-07-12 20:15:00,2025-07-13 02:15:00,B787,Delayed,C11,2025-07-12,schedule,scheduled,360.0
FR6962,FR,BGW,NPL,2025-07-12 09:30:00,2025-07-12 15:45:00,A350,On Time,B10,2025-07-12,schedule,scheduled,375.0
AI8492,AI,SHC,PRG,2025-07-12 22:00:00,2025-07-13 03:15:00,A320,Cancelled,B22,2025-07-12,schedule,scheduled,315.0
OK1658,OK,SSA,LIM,2025-07-12 14:15:00,2025-07-12 15:30:00,A350,Delayed,B27,2025-07-12,schedule,scheduled,75.0
OK1026,OK,EWR,CAN,2025-07-12 18:45:00,2025-07-12 22:45:00,B777,Delayed,A24,2025-07-12,schedule,scheduled,240.0
KE7646,KE,BAQ,HFA,2025-07-13 00:15:00,2025-07-13 04:45:00,A350,Scheduled,A15,2025-07-12,schedule,scheduled,270.0
SA6611,SA,BAQ,REC,2025-07-12 19:45:00,2025-07-13 00:15:00,A320,Delayed,C19,2025-07-12,schedule,scheduled,270.0
OK3838,OK,YOW,ILR,2025-07-12 23:30:00,2025-07-13 05:45:00,A350,On Time,C43,2025-07-12,schedule,scheduled,375.0
CM4117,CM,LXR,BJR,2025-07-12 06:45:00,2025-07-12 11:30:00,A350,Cancelled,D6,2025-07-12,schedule,scheduled,285.0
WG4334,WG,ROV,BJV,2025-07-12 16:30:00,2025-07-12 18:45:00,B787,Cancelled,C21,2025-07-12,schedule,scheduled,135.0
F85466,F8,GNI,IPC,2025-07-12 22:15:00,2025-07-13 03:15:00,A320,On Time,A39,2025-07-12,schedule,scheduled,300.0
AT1332,AT,CPT,HFA,2025-07-12 11:45:00,2025-07-12 15:45:00,B787,Cancelled,C17,2025-07-12,schedule,scheduled,240.0
JJ9050,JJ,TAE,PMC,2025-07-12 15:15:00,2025-07-12 20:45:00,A350,Delayed,A31,2025-07-12,schedule,scheduled,330.0
UA4667,UA,ROV,GYE,2025-07-12 10:00:00,2025-07-12 16:30:00,A350,Scheduled,C24,2025-07-12,schedule,scheduled,390.0
UK3313,UK,BJX,SFS,2025-07-12 12:00:00,2025-07-12 13:30:00,B737,Cancelled,B15,2025-07-12,schedule,scheduled,90.0
UK5148,UK,RMQ,SFS,2025-07-12 17:15:00,2025-07-12 22:45:00,A320,Delayed,B3,2025-07-12,schedule,scheduled,330.0
EY6453,EY,DEN,DFW,2025-07-12 08:15:00,2025-07-12 13:15:00,A350,Scheduled,D43,2025-07-12,schedule,scheduled,300.0
AV7445,AV,PHX,YOW,2025-07-12 19:30:00,2025-07-13 00:30:00,A320,Scheduled,A33,2025-07-12,schedule,scheduled,300.0
I56502,I5,YQB,TZX,2025-07-13 00:00:00,2025-07-13 03:15:00,B737,Cancelled,D34,2025-07-12,schedule,scheduled,195.0
TK8421,TK,BJX,HKG,2025-07-12 07:45:00,2025-07-12 12:30:00,B737,Scheduled,A13,2025-07-12,schedule,scheduled,285.0
VA4739,VA,DWC,WAW,2025-07-12 08:00:00,2025-07-12 10:45:00,B787,Delayed,D39,2025-07-12,schedule,scheduled,165.0
AI509,AI,NQN,TAG,2025-07-12 23:45:00,2025-07-13 02:30:00,B777,Delayed,C39,2025-07-12,schedule,scheduled,165.0
LP7167,LP,TAK,CAI,2025-07-12 14:45:00,2025-07-12 19:15:00,B737,On Time,D29,2025-07-12,schedule,scheduled,270.0
G38351,G3,PLZ,PRG,2025-07-12 14:30:00,2025-07-12 21:15:00,B777,On Time,C18,2025-07-12,schedule,scheduled,405.0
CX1592,CX,PEK,GPS,2025-07-12 22:45:00,2025-07-13 03:30:00,B777,Scheduled,D30,2025-07-12,schedule,scheduled,285.0
TS1426,TS,WCA,KIM,2025-07-12 12:45:00,2025-07-12 16:00:00,A350,On Time,D6,2025-07-12,schedule,scheduled,195.0
IR2043,IR,RMQ,TRU,2025-07-12 23:45:00,2025-07-13 01:30:00,B777,On Time,B45,2025-07-12,schedule,scheduled,105.0
MS5037,MS,AUH,PVG,2025-07-12 14:30:00,2025-07-12 16:00:00,B737,Scheduled,C12,2025-07-12,schedule,scheduled,90.0
KL4220,KL,SFO,KUL,2025-07-12 18:45:00,2025-07-12 21:00:00,A350,On Time,C1,2025-07-12,schedule,scheduled,135.0
BR1102,BR,COR,JUJ,2025-07-12 08:15:00,2025-07-12 11:00:00,B787,Delayed,D45,2025-07-12,schedule,scheduled,165.0
QZ5092,QZ,EMY,HND,2025-07-12 15:15:00,2025-07-12 19:00:00,B737,On Time,C10,2025-07-12,schedule,scheduled,225.0
DL6786,DL,SDU,DOH,2025-07-12 22:00:00,2025-07-13 03:00:00,B737,On Time,B13,2025-07-12,schedule,scheduled,300.0
JL3704,JL,ELS,CJC,2025-07-12 15:00:00,2025-07-12 21:30:00,A320,Cancelled,B31,2025-07-12,schedule,scheduled,390.0
VA4318,VA,HRG,MNL,2025-07-12 19:15:00,2025-07-13 01:00:00,B777,Delayed,B24,2025-07-12,schedule,scheduled,345.0
CI1837,CI,TCP,SFA,2025-07-12 21:15:00,2025-07-13 03:30:00,B737,On Time,D48,2025-07-12,schedule,scheduled,375.0
LH4870,LH,COR,PER,2025-07-12 09:00:00,2025-07-12 14:15:00,B737,Cancelled,B7,2025-07-12,schedule,scheduled,315.0
LX5515,LX,BJX,AGA,2025-07-12 15:30:00,2025-07-12 18:30:00,B777,On Time,D49,2025-07-12,schedule,scheduled,180.0
PC4495,PC,BFN,TOE,2025-07-12 15:00:00,2025-07-12 21:45:00,B777,Delayed,A28,2025-07-12,schedule,scheduled,405.0
