icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,data_source,extraction_time,data_timestamp,altitude,speed,heading,region
a02a23,N11CY,United States,1752334205.0,1752334205,-84.2003,39.0864,281.94,False,37.4,262.09,-3.58,,281.94,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,281.94,37.4,262.09,North America
accd69,DAL2696,United States,1752334384.0,1752334384,-91.4648,43.9074,7620.0,False,243.36,128.74,0.65,,7917.18,7034,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7620.0,243.36,128.74,North America
3455d7,VOE2251,Spain,1752334384.0,1752334384,11.9347,41.7854,11894.82,False,203.02,253.82,0.0,,12428.22,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11894.82,203.02,253.82,Europe
440248,EJU87QW,Austria,1752334384.0,1752334384,3.3383,39.8765,3619.5,False,137.83,228.93,-6.83,,3848.1,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3619.5,137.83,228.93,Europe
3455d9,VOE81DE,Spain,1752334383.0,1752334383,2.3191,48.7208,114.3,False,66.76,61.46,-3.58,,205.74,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,114.3,66.76,61.46,Europe
e8020e,LPE2382,Chile,1752334384.0,1752334384,-78.2474,-10.0797,9753.6,False,249.53,359.17,0.0,,10424.16,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9753.6,249.53,359.17,South America
470bc8,FCA3MA,Hungary,1752334384.0,1752334384,2.7802,49.3692,11277.6,False,220.43,334.27,0.0,,11666.22,6767,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,220.43,334.27,Europe
a5829d,SKW4679,United States,1752334384.0,1752334384,-107.346,37.8992,7924.8,False,243.52,203.53,-0.33,,8328.66,4326,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7924.8,243.52,203.53,North America
440250,OEALK,Austria,1752334384.0,1752334384,10.9298,47.4671,2453.64,False,49.02,331.82,-12.35,,2560.32,7000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2453.64,49.02,331.82,Europe
3c5ee5,EWG94B,Germany,1752334384.0,1752334384,5.0252,50.5337,11269.98,False,240.49,230.56,0.0,,11635.74,1120,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11269.98,240.49,230.56,Europe
3c5ee9,EWG7V,Germany,1752334383.0,1752334383,10.2405,53.7008,3489.96,False,152.43,108.5,21.13,,3550.92,1362,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3489.96,152.43,108.5,Europe
a9c84f,N7297G,United States,1752334384.0,1752334384,-117.4654,34.3205,1623.06,False,46.43,344.58,-0.33,,1699.26,4615,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1623.06,46.43,344.58,North America
3ffc7d,DMBZM,Germany,1752334384.0,1752334384,8.4414,49.5632,723.9,False,51.7,301.16,0.65,,762.0,7000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,723.9,51.7,301.16,Europe
4bc8cd,PGT7FE,Turkey,1752334384.0,1752334384,29.6101,40.7241,3634.74,False,172.14,126.49,4.23,,3863.34,6042,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3634.74,172.14,126.49,Europe
4bc8cb,PGT2TF,Turkey,1752334381.0,1752334381,20.6125,43.9366,10660.38,False,262.7,113.3,0.0,,11079.48,5053,True,0,opensky,2025-07-12T15:33:07.832100,1752334385,10660.38,262.7,113.3,Europe
4bc8cc,PGT9GA,Turkey,1752334384.0,1752334385,6.2129,52.1048,7886.7,False,230.16,106.49,5.2,,8176.26,0166,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7886.7,230.16,106.49,Europe
e8021f,ARE4234,Chile,1752334177.0,1752334177,-74.1455,4.7007,,True,3.86,303.75,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,3.86,303.75,South America
aded77,JBU1902,United States,1752334384.0,1752334384,-80.6129,27.523,6819.9,False,251.52,340.9,2.6,,7254.24,6236,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6819.9,251.52,340.9,North America
e48be3,TAM3087,Brazil,1752334384.0,1752334384,-46.8333,-23.4535,1821.18,False,134.86,147.46,-2.6,,1988.82,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1821.18,134.86,147.46,South America
a6f280,LXJ547,United States,1752334384.0,1752334384,-97.0259,32.9247,213.36,False,59.16,180.0,-1.95,,220.98,7372,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,213.36,59.16,180.0,North America
ad41cd,SWA1731,United States,1752334384.0,1752334384,-93.6749,32.3369,10972.8,False,234.07,281.41,0.0,,11612.88,5111,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,234.07,281.41,North America
3c5ee2,EWG9WP,Germany,1752334384.0,1752334384,6.8241,45.2459,10988.04,False,236.96,16.78,-0.33,,11407.14,5526,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10988.04,236.96,16.78,Europe
3c5ee1,EWG49C,Germany,1752334384.0,1752334384,-4.6706,38.3866,11285.22,False,235.79,189.54,-0.98,,11833.86,1116,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11285.22,235.79,189.54,Europe
3c5ef8,EWG4BV,Germany,1752334384.0,1752334384,4.9226,43.4108,11887.2,False,226.37,196.91,0.0,,12352.02,2534,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,226.37,196.91,Europe
80169d,,India,1752334345.0,1752334346,76.4938,11.4585,6667.5,False,192.16,340.45,9.75,,6979.92,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6667.5,192.16,340.45,Other
a9521f,N7ZD,United States,1752334384.0,1752334384,-78.695,35.4187,579.12,False,77.79,334.96,-0.98,,601.98,6411,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,579.12,77.79,334.96,North America
aded74,N997JH,United States,1752334382.0,1752334382,-82.2361,29.176,2979.42,False,95.04,348.45,-0.33,,3154.68,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2979.42,95.04,348.45,North America
46b82c,AEE510,Greece,1752334384.0,1752334384,14.1712,47.1201,10736.58,False,216.44,314.71,-4.23,,11033.76,5606,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10736.58,216.44,314.71,Europe
3c5eea,EWG967,Germany,1752334384.0,1752334384,8.0153,50.4618,4175.76,False,189.57,320.17,-13.98,,4328.16,3101,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,4175.76,189.57,320.17,Europe
440271,OEXBF,Austria,1752334384.0,1752334384,11.5982,47.7944,1615.44,False,56.6,187.84,1.95,,1699.26,4453,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1615.44,56.6,187.84,Europe
a71288,N555FN,United States,1752334384.0,1752334384,-84.4928,39.3921,792.48,False,55.23,80.89,4.55,,807.72,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,792.48,55.23,80.89,North America
3c5ef0,EWG2650,Germany,1752334384.0,1752334384,13.3596,44.1138,11277.6,False,252.09,135.08,0.33,,11704.32,0231,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,252.09,135.08,Europe
e48bf8,AZU4241,Brazil,1752334384.0,1752334384,-47.5578,-22.6827,3200.4,False,134.67,151.48,-1.63,,3398.52,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3200.4,134.67,151.48,South America
3c5ef5,EWG3FH,Germany,1752334384.0,1752334384,4.1566,39.8542,7932.42,False,278.11,49.65,2.28,,8351.52,5325,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7932.42,278.11,49.65,Europe
3c5ef2,EWG9872,Germany,1752334384.0,1752334384,9.8545,48.0835,11894.82,False,245.46,148.54,0.0,,12245.34,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11894.82,245.46,148.54,Europe
440219,EJU18XH,Austria,1752334384.0,1752334384,8.5709,45.1888,10668.0,False,244.73,105.23,0.0,,11094.72,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,244.73,105.23,Europe
c0220d,WJA1551,Canada,1752334375.0,1752334383,-120.0882,49.4558,11277.6,False,245.23,68.33,0.0,,11818.62,3563,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,245.23,68.33,North America
ae61df,REAPR11,United States,1752334215.0,1752334216,-76.5313,37.1333,327.66,False,112.62,221.48,-2.6,,350.52,1403,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,327.66,112.62,221.48,North America
c0487b,CGBLQ,Canada,1752334383.0,1752334384,-78.9048,44.0376,899.16,False,45.31,167.54,0.33,,914.4,0056,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,899.16,45.31,167.54,North America
3ffc4f,DMMYD,Germany,1752334384.0,1752334384,7.9664,49.6463,1333.5,False,61.51,150.43,-0.33,,,4451,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1333.5,61.51,150.43,Europe
46b830,AEE866,Greece,1752334384.0,1752334384,15.4799,49.3973,6804.66,False,182.3,318.89,-10.4,,7002.78,1342,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6804.66,182.3,318.89,Europe
aa3cfb,N759RM,United States,1752334384.0,1752334384,-82.9007,27.9409,541.02,False,61.75,1.43,-0.65,,601.98,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,541.02,61.75,1.43,North America
44020b,GCK29,Austria,1752334383.0,1752334383,15.7137,47.244,5486.4,False,204.8,44.69,0.65,,5669.28,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5486.4,204.8,44.69,Europe
44020a,AUA9063,Austria,1752334368.0,1752334383,16.5696,48.1167,,True,0.0,25.31,,,,7633,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,0.0,25.31,Europe
ac4917,AMX455,United States,1752334315.0,1752334317,-98.8913,20.3641,7703.82,False,216.08,0.55,5.53,,8191.5,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7703.82,216.08,0.55,North America
a091d5,DAL478,United States,1752334336.0,1752334336,-71.0224,42.364,,True,0.0,30.94,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,0.0,30.94,North America
a091ca,N136DD,United States,1752334357.0,1752334357,-120.0092,38.4743,3436.62,False,86.54,36.05,-0.33,,3611.88,3351,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3436.62,86.54,36.05,North America
a5958c,SWA1759,United States,1752334356.0,1752334356,-113.2804,38.2631,11887.2,False,262.32,94.95,0.0,,12534.9,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,262.32,94.95,North America
a8584a,FFT3852,United States,1752334384.0,1752334384,-80.7835,40.5633,10111.74,False,247.13,19.08,-4.88,,10698.48,2661,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10111.74,247.13,19.08,North America
ab160e,N813RX,United States,1752334385.0,1752334385,-92.4964,44.7314,7315.2,False,151.09,312.65,0.0,,7551.42,4557,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7315.2,151.09,312.65,North America
46b822,AEE617,Greece,1752334384.0,1752334384,23.437,37.4246,2194.56,False,142.76,74.96,-3.25,,2346.96,0665,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2194.56,142.76,74.96,Europe
46b823,AEE6TH,Greece,1752334383.0,1752334383,13.9653,43.3159,10439.4,False,208.97,307.1,3.25,,10888.98,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10439.4,208.97,307.1,Europe
505dff,EXS1387,Slovakia,1752334384.0,1752334384,0.8524,49.8607,11277.6,False,228.94,143.77,0.0,,11673.84,7326,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,228.94,143.77,Europe
aa099e,JBU39,United States,1752334364.0,1752334370,-79.6209,24.0338,10058.4,False,245.67,194.18,3.9,,10698.48,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10058.4,245.67,194.18,North America
440237,EJU5379,Austria,1752334342.0,1752334342,30.1653,29.5928,8519.16,False,235.0,134.47,-4.88,,9174.48,1616,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8519.16,235.0,134.47,Africa
adda95,N992FG,United States,1752334379.0,1752334383,-79.0503,35.9279,861.06,False,57.09,65.51,-1.3,,891.54,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,861.06,57.09,65.51,North America
4cc2a3,ICE533,Iceland,1752334384.0,1752334384,-21.2378,63.5051,3863.34,False,200.67,297.81,-12.68,,3916.68,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3863.34,200.67,297.81,Europe
867fac,JAL34,Japan,1752334384.0,1752334384,100.7124,13.5574,1371.6,False,133.72,189.97,10.08,,1379.22,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1371.6,133.72,189.97,Other
ab1628,SCX1696,United States,1752334384.0,1752334384,-88.781,43.2597,10972.8,False,232.48,314.01,-0.33,,11460.48,3005,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,232.48,314.01,North America
a1ad1f,N207MH,United States,1752334384.0,1752334384,-73.9768,40.7749,563.88,False,16.75,79.38,0.33,,609.6,4332,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,563.88,16.75,79.38,North America
4acb5a,SAS4094,Sweden,1752334384.0,1752334384,14.1246,66.1803,11285.22,False,224.61,22.63,0.0,,11780.52,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11285.22,224.61,22.63,Europe
44022b,AUA80N,Austria,1752334384.0,1752334384,16.5845,48.1027,,True,16.98,191.25,,,,2673,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,16.98,191.25,Europe
a247f0,SKW4016,United States,1752334384.0,1752334384,-92.1302,29.8503,9197.34,False,226.87,269.74,4.88,,9745.98,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9197.34,226.87,269.74,North America
a02a46,N11EH,United States,1752334384.0,1752334384,-81.6984,35.0013,5547.36,False,163.1,270.9,7.8,,5859.78,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5547.36,163.1,270.9,North America
47880f,NSZ2AL,Norway,1752334383.0,1752334384,-3.3666,40.3256,11582.4,False,223.28,9.55,0.33,,12085.32,4527,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,223.28,9.55,Europe
a8a82f,QXE2101,United States,1752334384.0,1752334384,-121.0411,46.8082,6057.9,False,165.92,309.46,-11.05,,6400.8,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6057.9,165.92,309.46,North America
a85887,JBU2474,United States,1752334384.0,1752334384,-77.6645,35.1879,11277.6,False,231.02,45.81,0.0,,11940.54,7751,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,231.02,45.81,North America
a39d11,UCA4821,United States,1752334384.0,1752334384,-93.1013,30.0519,9448.8,False,222.89,79.49,0.0,,10012.68,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9448.8,222.89,79.49,North America
a234b9,N241LJ,United States,1752334383.0,1752334383,-97.1505,33.0893,1584.96,False,124.01,10.52,-10.4,,1661.16,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1584.96,124.01,10.52,North America
a6aefd,N53KH,United States,1752334384.0,1752334384,-97.3366,35.6125,3322.32,False,101.26,354.75,-0.33,,3482.34,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3322.32,101.26,354.75,North America
a7bbb2,LXJ598,United States,1752334384.0,1752334384,-104.3634,37.566,13708.38,False,250.84,124.05,-0.33,,14279.88,3736,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,13708.38,250.84,124.05,North America
a72579,N56KG,United States,1752334385.0,1752334385,-88.0222,40.7732,13106.4,False,198.18,280.32,0.0,,13723.62,7433,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,13106.4,198.18,280.32,North America
a4fa16,N42JH,United States,1752334384.0,1752334384,-117.6854,36.7401,12496.8,False,241.88,21.98,0.0,,13205.46,2143,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12496.8,241.88,21.98,North America
c04840,CGBJJ,Canada,1752334091.0,1752334119,-74.6249,45.0945,213.36,False,43.29,110.16,-0.65,,205.74,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,213.36,43.29,110.16,North America
a40d5f,TIV360,United States,1752334384.0,1752334384,-94.7933,36.9924,13106.4,False,223.16,303.43,0.0,,13738.86,5641,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,13106.4,223.16,303.43,North America
a3a4cb,N334BG,United States,1752334384.0,1752334384,-84.1354,39.8955,1508.76,False,70.46,24.13,-1.63,,1546.86,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1508.76,70.46,24.13,North America
aa07f9,UAL526,United States,1752334384.0,1752334384,-120.509,38.0824,7620.0,False,255.06,79.19,3.9,,8107.68,1777,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7620.0,255.06,79.19,North America
c0482a,ROU1953,Canada,1752334384.0,1752334384,-79.1306,44.1986,3017.52,False,141.26,227.36,-5.85,,3154.68,0774,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3017.52,141.26,227.36,North America
a64d2b,N505GT,United States,1752334286.0,1752334289,-111.6638,40.1384,1325.88,False,5.47,221.19,-0.65,,1386.84,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1325.88,5.47,221.19,North America
a51a24,N428JE,United States,1752334314.0,1752334314,-116.4864,42.2759,11277.6,False,208.64,189.51,0.0,,11849.1,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,208.64,189.51,North America
a3ed69,DAL1620,United States,1752334384.0,1752334384,-88.9453,36.759,10972.8,False,230.04,279.53,0.0,,11590.02,4110,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,230.04,279.53,North America
3ffba9,DMGAA,Germany,1752334383.0,1752334383,10.0235,47.894,2887.98,False,70.93,288.17,0.98,,2971.8,4404,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2887.98,70.93,288.17,Europe
a4c4aa,MAD406,United States,1752334384.0,1752334384,-81.2345,28.7973,12496.8,False,203.82,350.7,0.0,,13174.98,6056,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12496.8,203.82,350.7,North America
c03517,WJA2256,Canada,1752334383.0,1752334384,-114.0065,51.1269,,True,2.31,146.25,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,2.31,146.25,North America
e0b20f,FBZ5002,Argentina,1752334149.0,1752334378,-61.4121,-32.5918,10972.8,False,235.56,300.88,-0.33,,11338.56,1637,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,235.56,300.88,South America
394681,,France,1752334369.0,1752334381,4.0346,50.301,556.26,False,43.44,251.35,3.9,,647.7,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,556.26,43.44,251.35,Europe
3ffbc1,DMFOW,Germany,1752334360.0,1752334360,9.4216,49.5892,510.54,False,29.95,265.07,-0.33,,,7000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,510.54,29.95,265.07,Europe
8014ae,AIC2538,India,1752334383.0,1752334383,74.8321,26.1766,10668.0,False,232.13,39.33,0.0,,11422.38,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,232.13,39.33,Asia
8a0493,BTK6862,Indonesia,1752334384.0,1752334384,104.609,-1.3569,10972.8,False,224.88,347.04,0.0,,11719.56,2536,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,224.88,347.04,Other
405870,GCHGG,United Kingdom,1752334379.0,1752334379,-2.7274,52.183,1531.62,False,32.1,353.56,-2.6,,1706.88,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1531.62,32.1,353.56,Europe
393322,AFR69PH,France,1752334384.0,1752334384,-0.8145,47.6052,10675.62,False,230.93,219.58,-1.95,,11041.38,7655,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10675.62,230.93,219.58,Europe
4aca82,NSZ2910,Sweden,1752334384.0,1752334384,0.6849,44.0946,11887.2,False,222.67,190.92,0.0,,12344.4,3520,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,222.67,190.92,Europe
4aca81,NSZ2962,Sweden,1752334384.0,1752334384,21.1122,48.5046,11269.98,False,231.59,196.78,0.0,,11567.16,6053,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11269.98,231.59,196.78,Europe
accd10,ASA30,United States,1752334384.0,1752334384,-103.4567,40.1698,10668.0,False,245.0,88.2,0.0,,11178.54,6340,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,245.0,88.2,North America
a9b59a,N7246H,United States,1752334384.0,1752334384,-80.305,26.0092,274.32,False,45.3,268.05,0.33,,320.04,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,274.32,45.3,268.05,North America
ad9d0f,N97650,United States,1752334383.0,1752334383,-81.2342,28.7078,274.32,False,51.96,359.43,-1.3,,320.04,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,274.32,51.96,359.43,North America
4aca83,NSZ3AM,Sweden,1752334384.0,1752334384,13.051,52.5563,10972.8,False,249.94,193.21,0.0,,11201.4,6612,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,249.94,193.21,Europe
a75a10,FDX20,United States,1752334384.0,1752334384,-124.529,40.9253,11567.16,False,235.14,326.69,0.0,,12192.0,3657,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11567.16,235.14,326.69,North America
4aca86,NSZ2863,Sweden,1752334383.0,1752334384,21.9635,48.2337,10972.8,False,247.51,358.69,0.0,,11247.12,6132,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,247.51,358.69,Europe
ad67bf,ERU963,United States,1752334339.0,1752334340,-81.6604,28.9082,175.26,False,42.48,106.9,-3.58,,228.6,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,175.26,42.48,106.9,North America
4aca88,NSZ5714,Sweden,1752334384.0,1752334385,1.504,49.2175,11582.4,False,233.32,42.95,-0.33,,11986.26,2354,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,233.32,42.95,Europe
4aca87,NSZ4156,Sweden,1752334384.0,1752334384,14.256,56.625,9677.4,False,203.34,40.18,7.15,,9959.34,6025,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9677.4,203.34,40.18,Europe
4aca89,NSZ4383,Sweden,1752334384.0,1752334384,18.9728,50.0906,11277.6,False,238.71,168.69,0.0,,11536.68,4531,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,238.71,168.69,Europe
e0b244,ARG1886,Argentina,1752334384.0,1752334385,-58.2405,-34.677,3048.0,False,153.51,189.84,1.63,,3230.88,1725,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3048.0,153.51,189.84,South America
a091f3,EDV5223,United States,1752334384.0,1752334384,-78.7184,42.9474,,True,1.03,45.0,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,1.03,45.0,North America
