flight_number,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,aircraft_type,status,gate,extraction_date,data_source,flight_type,flight_duration_minutes
QR1119,QR,ZCO,HBA,2025-07-12 12:15:00,2025-07-12 18:30:00,A320,Scheduled,A50,2025-07-12,schedule,scheduled,375.0
VY1848,VY,SLL,PHX,2025-07-12 19:00:00,2025-07-13 00:00:00,A350,Scheduled,A20,2025-07-12,schedule,scheduled,300.0
SQ6356,SQ,EMY,KWJ,2025-07-12 20:00:00,2025-07-12 22:00:00,A320,Scheduled,A15,2025-07-12,schedule,scheduled,120.0
AR3921,AR,SYD,ADD,2025-07-12 10:15:00,2025-07-12 15:15:00,A320,Delayed,D13,2025-07-12,schedule,scheduled,300.0
G36851,G3,AUH,CUN,2025-07-13 00:45:00,2025-07-13 01:45:00,B737,On Time,C31,2025-07-12,schedule,scheduled,60.0
UU7774,UU,JUJ,SIN,2025-07-12 09:45:00,2025-07-12 15:00:00,B787,On Time,D7,2025-07-12,schedule,scheduled,315.0
SY3923,SY,BGA,PPS,2025-07-12 09:30:00,2025-07-12 14:15:00,B737,On Time,B42,2025-07-12,schedule,scheduled,285.0
MS613,MS,LOS,ELG,2025-07-12 22:00:00,2025-07-12 23:45:00,A350,Delayed,D50,2025-07-12,schedule,scheduled,105.0
OS8281,OS,LST,MTY,2025-07-12 13:00:00,2025-07-12 19:30:00,B777,On Time,C50,2025-07-12,schedule,scheduled,390.0
QF9139,QF,ABV,GDQ,2025-07-12 12:15:00,2025-07-12 14:15:00,B787,Cancelled,B20,2025-07-12,schedule,scheduled,120.0
AS1887,AS,TIJ,TAB,2025-07-12 10:15:00,2025-07-12 14:15:00,B777,Scheduled,A40,2025-07-12,schedule,scheduled,240.0
HV3649,HV,KIM,CTG,2025-07-12 21:30:00,2025-07-13 01:45:00,B787,On Time,D21,2025-07-12,schedule,scheduled,255.0
BA6778,BA,YOW,CPT,2025-07-12 14:30:00,2025-07-12 19:00:00,B787,Scheduled,D33,2025-07-12,schedule,scheduled,270.0
AF4540,AF,BNE,JIJ,2025-07-12 16:15:00,2025-07-12 22:45:00,B787,Delayed,B29,2025-07-12,schedule,scheduled,390.0
P56848,P5,NGO,MIR,2025-07-12 20:30:00,2025-07-13 02:00:00,B737,Cancelled,C47,2025-07-12,schedule,scheduled,330.0
DJ767,DJ,XNH,CYI,2025-07-12 08:00:00,2025-07-12 14:00:00,B787,Delayed,B35,2025-07-12,schedule,scheduled,360.0
PC9322,PC,ILR,TPE,2025-07-12 19:15:00,2025-07-12 22:30:00,A350,Cancelled,A35,2025-07-12,schedule,scheduled,195.0
P5935,P5,LTX,UFA,2025-07-12 19:15:00,2025-07-13 01:45:00,A350,Delayed,D3,2025-07-12,schedule,scheduled,390.0
BT3078,BT,HRG,BOM,2025-07-12 09:00:00,2025-07-12 12:00:00,A350,On Time,D25,2025-07-12,schedule,scheduled,180.0
AY5575,AY,LLI,GNI,2025-07-12 10:30:00,2025-07-12 14:45:00,B737,Delayed,C1,2025-07-12,schedule,scheduled,255.0
KE4786,KE,KHH,WJU,2025-07-12 10:15:00,2025-07-12 16:00:00,B787,Scheduled,D38,2025-07-12,schedule,scheduled,345.0
TK5116,TK,NPL,ZAL,2025-07-12 21:30:00,2025-07-12 23:15:00,B777,Delayed,C18,2025-07-12,schedule,scheduled,105.0
LX2344,LX,KUL,BOM,2025-07-12 12:00:00,2025-07-12 13:45:00,A320,Scheduled,B29,2025-07-12,schedule,scheduled,105.0
AR9698,AR,CGK,KZN,2025-07-12 10:30:00,2025-07-12 14:00:00,B777,Delayed,B33,2025-07-12,schedule,scheduled,210.0
NZ774,NZ,RPN,MIA,2025-07-12 13:30:00,2025-07-12 17:45:00,B737,Scheduled,C22,2025-07-12,schedule,scheduled,255.0
NZ9471,NZ,PMC,PVR,2025-07-12 14:45:00,2025-07-12 15:45:00,B737,Scheduled,C16,2025-07-12,schedule,scheduled,60.0
CI969,CI,CCU,TIJ,2025-07-12 20:00:00,2025-07-12 21:30:00,B777,Delayed,A50,2025-07-12,schedule,scheduled,90.0
IB3847,IB,COK,TAE,2025-07-12 08:45:00,2025-07-12 10:15:00,B777,On Time,D8,2025-07-12,schedule,scheduled,90.0
CI6049,CI,MQP,YYC,2025-07-12 13:15:00,2025-07-12 17:45:00,A350,On Time,B46,2025-07-12,schedule,scheduled,270.0
XG8422,XG,SDU,YEG,2025-07-12 19:45:00,2025-07-12 21:00:00,A350,On Time,B38,2025-07-12,schedule,scheduled,75.0
PX3985,PX,JED,KUL,2025-07-12 17:00:00,2025-07-12 22:45:00,B777,Scheduled,C20,2025-07-12,schedule,scheduled,345.0
TD6000,TD,NGO,SDU,2025-07-12 20:00:00,2025-07-12 23:00:00,B777,Cancelled,A48,2025-07-12,schedule,scheduled,180.0
UU3661,UU,CAI,TUN,2025-07-12 09:00:00,2025-07-12 14:30:00,A320,Delayed,A17,2025-07-12,schedule,scheduled,330.0
JL564,JL,DMM,MUC,2025-07-12 21:15:00,2025-07-13 01:30:00,B737,Scheduled,B8,2025-07-12,schedule,scheduled,255.0
U29030,U2,NGO,SSH,2025-07-12 23:30:00,2025-07-13 01:45:00,B777,Scheduled,C9,2025-07-12,schedule,scheduled,135.0
P5152,P5,COK,HRG,2025-07-12 06:30:00,2025-07-12 12:15:00,B737,Delayed,A32,2025-07-12,schedule,scheduled,345.0
FD4811,FD,RSU,FRA,2025-07-12 16:30:00,2025-07-12 19:30:00,A350,Cancelled,C40,2025-07-12,schedule,scheduled,180.0
UU8277,UU,EUN,TTT,2025-07-12 22:30:00,2025-07-13 00:45:00,A350,Delayed,D49,2025-07-12,schedule,scheduled,135.0
U23925,U2,GMB,NBE,2025-07-12 20:45:00,2025-07-12 23:45:00,B787,On Time,C41,2025-07-12,schedule,scheduled,180.0
IR6136,IR,GOI,RMF,2025-07-12 21:30:00,2025-07-12 23:45:00,A320,Cancelled,D33,2025-07-12,schedule,scheduled,135.0
AA9467,AA,ILR,HRG,2025-07-12 08:45:00,2025-07-12 12:15:00,A320,On Time,B46,2025-07-12,schedule,scheduled,210.0
CX8534,CX,MUH,SHC,2025-07-12 21:45:00,2025-07-13 02:30:00,A320,Cancelled,B23,2025-07-12,schedule,scheduled,285.0
U28475,U2,LST,BOG,2025-07-12 18:15:00,2025-07-12 23:45:00,B777,On Time,C17,2025-07-12,schedule,scheduled,330.0
WF9592,WF,VIE,CMN,2025-07-12 17:30:00,2025-07-13 00:00:00,A320,Delayed,A6,2025-07-12,schedule,scheduled,390.0
IC9590,IC,OKA,PHC,2025-07-12 11:45:00,2025-07-12 15:15:00,B787,Cancelled,B23,2025-07-12,schedule,scheduled,210.0
LH4534,LH,LXR,PER,2025-07-12 10:45:00,2025-07-12 14:45:00,B787,Delayed,C17,2025-07-12,schedule,scheduled,240.0
VN5523,VN,DIR,GRJ,2025-07-12 22:30:00,2025-07-13 05:00:00,A350,Scheduled,D9,2025-07-12,schedule,scheduled,390.0
OS1357,OS,EMY,PEK,2025-07-12 17:15:00,2025-07-12 19:00:00,A320,Cancelled,B50,2025-07-12,schedule,scheduled,105.0
UU4205,UU,WCA,GZT,2025-07-12 14:45:00,2025-07-12 17:45:00,A320,Scheduled,C29,2025-07-12,schedule,scheduled,180.0
MS9155,MS,HRG,EUN,2025-07-12 19:00:00,2025-07-12 20:00:00,A320,On Time,C22,2025-07-12,schedule,scheduled,60.0
JL4995,JL,ADZ,SIN,2025-07-12 06:00:00,2025-07-12 08:30:00,B787,On Time,D29,2025-07-12,schedule,scheduled,150.0
AZ5270,AZ,TNN,SEA,2025-07-12 10:15:00,2025-07-12 15:00:00,A350,Scheduled,D39,2025-07-12,schedule,scheduled,285.0
VA5933,VA,GDL,HRG,2025-07-12 07:15:00,2025-07-12 11:15:00,B737,Scheduled,D45,2025-07-12,schedule,scheduled,240.0
AC5842,AC,MEX,ELS,2025-07-13 00:15:00,2025-07-13 05:45:00,B787,On Time,B39,2025-07-12,schedule,scheduled,330.0
AA6616,AA,AMM,TUN,2025-07-12 15:45:00,2025-07-12 17:45:00,A320,On Time,D3,2025-07-12,schedule,scheduled,120.0
SJ4193,SJ,ATH,SSA,2025-07-12 16:00:00,2025-07-12 20:00:00,A350,Cancelled,B29,2025-07-12,schedule,scheduled,240.0
AD518,AD,HKG,KIX,2025-07-12 08:15:00,2025-07-12 14:15:00,B777,On Time,C47,2025-07-12,schedule,scheduled,360.0
RO2947,RO,PUS,GIG,2025-07-12 21:45:00,2025-07-13 00:15:00,B777,Delayed,C20,2025-07-12,schedule,scheduled,150.0
PC2710,PC,ROV,SSA,2025-07-12 22:45:00,2025-07-13 00:45:00,A320,Scheduled,B45,2025-07-12,schedule,scheduled,120.0
EK416,EK,TSN,JIJ,2025-07-12 22:45:00,2025-07-13 05:30:00,B737,On Time,A12,2025-07-12,schedule,scheduled,405.0
TG2490,TG,ZQN,BRU,2025-07-12 20:00:00,2025-07-13 01:45:00,A350,Delayed,D1,2025-07-12,schedule,scheduled,345.0
AY3931,AY,MED,DME,2025-07-12 07:30:00,2025-07-12 08:45:00,A350,Delayed,D49,2025-07-12,schedule,scheduled,75.0
IC4488,IC,DWC,PMR,2025-07-12 06:30:00,2025-07-12 10:45:00,B777,Delayed,D17,2025-07-12,schedule,scheduled,255.0
HC9824,HC,HMO,CZM,2025-07-12 10:00:00,2025-07-12 13:00:00,A350,On Time,C22,2025-07-12,schedule,scheduled,180.0
EK5744,EK,EIL,OCC,2025-07-12 21:45:00,2025-07-12 23:45:00,A320,Cancelled,A1,2025-07-12,schedule,scheduled,120.0
F81222,F8,JRS,ORD,2025-07-12 18:15:00,2025-07-12 20:45:00,B737,On Time,D26,2025-07-12,schedule,scheduled,150.0
F98673,F9,EJA,GDL,2025-07-13 00:45:00,2025-07-13 02:45:00,B777,On Time,B48,2025-07-12,schedule,scheduled,120.0
IC4098,IC,BAQ,NPL,2025-07-12 22:30:00,2025-07-13 01:00:00,A320,Cancelled,D32,2025-07-12,schedule,scheduled,150.0
ME5441,ME,TLV,CJC,2025-07-12 12:00:00,2025-07-12 14:45:00,A350,Delayed,C3,2025-07-12,schedule,scheduled,165.0
SQ6349,SQ,RUH,ROV,2025-07-12 14:45:00,2025-07-12 16:15:00,A320,Scheduled,A35,2025-07-12,schedule,scheduled,90.0
AZ7058,AZ,KSW,BRU,2025-07-12 07:00:00,2025-07-12 12:00:00,B777,Cancelled,C11,2025-07-12,schedule,scheduled,300.0
KQ1544,KQ,TTU,DME,2025-07-12 17:15:00,2025-07-12 18:15:00,A320,Scheduled,A20,2025-07-12,schedule,scheduled,60.0
SJ3229,SJ,KSW,CNX,2025-07-12 13:30:00,2025-07-12 19:30:00,A320,Delayed,B41,2025-07-12,schedule,scheduled,360.0
IR8122,IR,MAA,KZN,2025-07-12 06:15:00,2025-07-12 07:30:00,B737,Scheduled,D13,2025-07-12,schedule,scheduled,75.0
EK4997,EK,KUL,ATH,2025-07-12 16:15:00,2025-07-12 21:45:00,B737,Scheduled,B5,2025-07-12,schedule,scheduled,330.0
JQ1800,JQ,BOG,SEA,2025-07-12 07:45:00,2025-07-12 12:45:00,B787,On Time,C17,2025-07-12,schedule,scheduled,300.0
LX2769,LX,ZAL,AXM,2025-07-12 19:30:00,2025-07-12 23:45:00,A350,Scheduled,A23,2025-07-12,schedule,scheduled,255.0
AY3259,AY,GZT,IBA,2025-07-12 13:15:00,2025-07-12 19:00:00,B787,Delayed,D48,2025-07-12,schedule,scheduled,345.0
ME4696,ME,SFO,MEX,2025-07-12 18:30:00,2025-07-12 22:00:00,B737,Delayed,A33,2025-07-12,schedule,scheduled,210.0
FZ7797,FZ,EMY,ZUR,2025-07-12 07:30:00,2025-07-12 09:45:00,B737,On Time,A25,2025-07-12,schedule,scheduled,135.0
UA1352,UA,AMD,TAK,2025-07-12 20:45:00,2025-07-12 23:45:00,B787,Scheduled,C50,2025-07-12,schedule,scheduled,180.0
EK2058,EK,EIL,BEV,2025-07-12 15:15:00,2025-07-12 16:15:00,A350,Delayed,C10,2025-07-12,schedule,scheduled,60.0
PD8505,PD,DJE,EZE,2025-07-12 06:15:00,2025-07-12 07:30:00,B777,Delayed,B32,2025-07-12,schedule,scheduled,75.0
AZ5209,AZ,NJF,BJV,2025-07-12 23:15:00,2025-07-13 04:45:00,B737,On Time,B1,2025-07-12,schedule,scheduled,330.0
SQ9241,SQ,LSC,YQB,2025-07-12 16:00:00,2025-07-12 17:15:00,B787,On Time,A4,2025-07-12,schedule,scheduled,75.0
NZ5262,NZ,HFA,HDS,2025-07-12 18:45:00,2025-07-12 22:00:00,A350,Cancelled,A11,2025-07-12,schedule,scheduled,195.0
UK5350,UK,MTZ,GMP,2025-07-12 15:30:00,2025-07-12 20:30:00,B787,Delayed,D30,2025-07-12,schedule,scheduled,300.0
NZ2872,NZ,CHM,NQN,2025-07-12 10:30:00,2025-07-12 16:45:00,B777,On Time,C8,2025-07-12,schedule,scheduled,375.0
SB8096,SB,CPH,NKG,2025-07-12 13:15:00,2025-07-12 14:15:00,B787,On Time,D24,2025-07-12,schedule,scheduled,60.0
TT4358,TT,ETM,DUR,2025-07-12 22:45:00,2025-07-13 03:15:00,A320,Cancelled,D43,2025-07-12,schedule,scheduled,270.0
UA316,UA,AKL,DME,2025-07-12 10:15:00,2025-07-12 16:15:00,B737,Cancelled,D7,2025-07-12,schedule,scheduled,360.0
PC2351,PC,REC,SIN,2025-07-13 00:15:00,2025-07-13 03:15:00,B737,On Time,A36,2025-07-12,schedule,scheduled,180.0
W57235,W5,DVO,MQX,2025-07-12 14:45:00,2025-07-12 20:15:00,A320,Scheduled,C36,2025-07-12,schedule,scheduled,330.0
DT4203,DT,HBA,TZX,2025-07-12 22:30:00,2025-07-13 01:15:00,B777,Cancelled,B3,2025-07-12,schedule,scheduled,165.0
W57965,W5,LED,SFS,2025-07-12 18:45:00,2025-07-12 20:00:00,A320,Scheduled,D19,2025-07-12,schedule,scheduled,75.0
AS1045,AS,KHH,ETM,2025-07-12 09:30:00,2025-07-12 15:00:00,A320,Delayed,A15,2025-07-12,schedule,scheduled,330.0
UU1439,UU,JED,YYZ,2025-07-12 22:00:00,2025-07-13 02:30:00,B777,On Time,A8,2025-07-12,schedule,scheduled,270.0
P55927,P5,AMS,FOR,2025-07-12 06:30:00,2025-07-12 09:15:00,B737,On Time,B27,2025-07-12,schedule,scheduled,165.0
MH7091,MH,XMS,MFK,2025-07-12 07:00:00,2025-07-12 13:00:00,A320,Cancelled,A1,2025-07-12,schedule,scheduled,360.0
QF3042,QF,YYC,LSC,2025-07-12 15:45:00,2025-07-12 20:15:00,B737,On Time,C18,2025-07-12,schedule,scheduled,270.0
PD4058,PD,BAQ,WJU,2025-07-12 13:30:00,2025-07-12 19:30:00,A350,Delayed,C8,2025-07-12,schedule,scheduled,360.0
W62829,W6,JED,ADB,2025-07-12 18:30:00,2025-07-12 20:00:00,B777,Cancelled,D12,2025-07-12,schedule,scheduled,90.0
LO5544,LO,TPE,CHM,2025-07-12 22:15:00,2025-07-13 04:15:00,B737,On Time,A31,2025-07-12,schedule,scheduled,360.0
WN6054,WN,NPE,DVO,2025-07-12 15:45:00,2025-07-12 22:00:00,A320,Delayed,D41,2025-07-12,schedule,scheduled,375.0
P55586,P5,CTU,BGW,2025-07-12 08:30:00,2025-07-12 14:15:00,A350,Cancelled,C36,2025-07-12,schedule,scheduled,345.0
MP739,MP,YNY,SSH,2025-07-12 21:15:00,2025-07-13 03:00:00,B787,On Time,A8,2025-07-12,schedule,scheduled,345.0
ZX7401,ZX,CEB,OGL,2025-07-12 11:45:00,2025-07-12 13:30:00,B777,Scheduled,D23,2025-07-12,schedule,scheduled,105.0
I54436,I5,TRU,TAE,2025-07-12 17:45:00,2025-07-12 22:15:00,B737,On Time,B22,2025-07-12,schedule,scheduled,270.0
FD7074,FD,SSA,IPC,2025-07-12 14:15:00,2025-07-12 17:00:00,A350,Cancelled,B29,2025-07-12,schedule,scheduled,165.0
LH9478,LH,EMY,NKG,2025-07-12 14:45:00,2025-07-12 20:45:00,A320,Delayed,C37,2025-07-12,schedule,scheduled,360.0
LA590,LA,SJD,PVG,2025-07-12 23:45:00,2025-07-13 03:00:00,B737,Scheduled,D31,2025-07-12,schedule,scheduled,195.0
AV530,AV,GYE,ATH,2025-07-12 10:15:00,2025-07-12 13:45:00,A350,Delayed,A28,2025-07-12,schedule,scheduled,210.0
FR1233,FR,RUH,TNN,2025-07-12 15:45:00,2025-07-12 19:00:00,B777,Cancelled,B31,2025-07-12,schedule,scheduled,195.0
AT6666,AT,HTY,HGH,2025-07-12 07:45:00,2025-07-12 10:30:00,B737,Scheduled,C16,2025-07-12,schedule,scheduled,165.0
VJ6869,VJ,KIM,DXB,2025-07-12 08:15:00,2025-07-12 14:15:00,B787,On Time,D6,2025-07-12,schedule,scheduled,360.0
G31742,G3,BOG,COK,2025-07-12 17:30:00,2025-07-12 19:30:00,A350,Cancelled,D12,2025-07-12,schedule,scheduled,120.0
MS7799,MS,ROT,ORD,2025-07-12 19:30:00,2025-07-12 23:15:00,B777,Cancelled,B49,2025-07-12,schedule,scheduled,225.0
U24093,U2,TRU,EBL,2025-07-12 18:00:00,2025-07-12 20:30:00,A320,Scheduled,D34,2025-07-12,schedule,scheduled,150.0
AV4382,AV,DMK,DLM,2025-07-12 14:00:00,2025-07-12 18:00:00,B777,On Time,D18,2025-07-12,schedule,scheduled,240.0
B62013,B6,GMP,TNN,2025-07-12 09:15:00,2025-07-12 12:15:00,A350,On Time,C49,2025-07-12,schedule,scheduled,180.0
UK1382,UK,SZX,WAW,2025-07-12 12:30:00,2025-07-12 14:30:00,B777,Delayed,B5,2025-07-12,schedule,scheduled,120.0
D8188,D8,IKT,MCO,2025-07-12 22:00:00,2025-07-13 01:00:00,B737,Delayed,B41,2025-07-12,schedule,scheduled,180.0
OK4656,OK,CAN,SEA,2025-07-12 08:30:00,2025-07-12 12:30:00,A350,On Time,C31,2025-07-12,schedule,scheduled,240.0
RJ9437,RJ,DLM,GMP,2025-07-12 11:15:00,2025-07-12 17:00:00,B737,Delayed,A8,2025-07-12,schedule,scheduled,345.0
EY3694,EY,LED,JIJ,2025-07-12 23:30:00,2025-07-13 00:45:00,B787,Scheduled,A44,2025-07-12,schedule,scheduled,75.0
LX5075,LX,BLR,MIR,2025-07-12 06:00:00,2025-07-12 10:00:00,B777,Delayed,B8,2025-07-12,schedule,scheduled,240.0
TD9076,TD,ATL,MLX,2025-07-12 14:15:00,2025-07-12 16:45:00,B737,Cancelled,A36,2025-07-12,schedule,scheduled,150.0
OK2541,OK,GZT,BAQ,2025-07-12 21:15:00,2025-07-13 01:15:00,B787,Delayed,C45,2025-07-12,schedule,scheduled,240.0
AZ4425,AZ,TUN,MAD,2025-07-12 21:45:00,2025-07-12 23:45:00,B737,On Time,C9,2025-07-12,schedule,scheduled,120.0
TT3712,TT,GZT,ADB,2025-07-12 12:15:00,2025-07-12 18:15:00,B737,Cancelled,B46,2025-07-12,schedule,scheduled,360.0
IR4917,IR,ATL,MFM,2025-07-12 15:00:00,2025-07-12 18:00:00,A350,On Time,A27,2025-07-12,schedule,scheduled,180.0
LO3515,LO,DLM,ETM,2025-07-12 15:30:00,2025-07-12 17:45:00,A350,Cancelled,A4,2025-07-12,schedule,scheduled,135.0
TP6433,TP,PRG,RPN,2025-07-12 19:00:00,2025-07-12 21:00:00,B787,Delayed,D33,2025-07-12,schedule,scheduled,120.0
DT6607,DT,IKT,NRT,2025-07-12 21:00:00,2025-07-13 00:15:00,B787,Scheduled,A37,2025-07-12,schedule,scheduled,195.0
RJ3996,RJ,ETM,SVO,2025-07-12 18:15:00,2025-07-12 23:30:00,B737,On Time,D47,2025-07-12,schedule,scheduled,315.0
PX7685,PX,BUD,GIG,2025-07-12 08:00:00,2025-07-12 11:00:00,B737,Scheduled,C35,2025-07-12,schedule,scheduled,180.0
SK1224,SK,ELS,NGO,2025-07-12 13:30:00,2025-07-12 14:30:00,A320,Delayed,D23,2025-07-12,schedule,scheduled,60.0
FD4382,FD,CUZ,LTX,2025-07-12 13:45:00,2025-07-12 15:30:00,B777,Scheduled,A32,2025-07-12,schedule,scheduled,105.0
VY1594,VY,DPS,TPE,2025-07-12 06:00:00,2025-07-12 07:30:00,B737,On Time,A50,2025-07-12,schedule,scheduled,90.0
MS6137,MS,GDL,TSN,2025-07-12 18:45:00,2025-07-12 21:00:00,B777,On Time,B1,2025-07-12,schedule,scheduled,135.0
EK2049,EK,BEV,ELS,2025-07-12 15:30:00,2025-07-12 21:30:00,B777,On Time,D40,2025-07-12,schedule,scheduled,360.0
JQ8393,JQ,HND,YEG,2025-07-12 11:30:00,2025-07-12 17:15:00,A320,On Time,A30,2025-07-12,schedule,scheduled,345.0
WG4042,WG,TUU,YHM,2025-07-12 21:45:00,2025-07-13 03:00:00,B777,Delayed,B46,2025-07-12,schedule,scheduled,315.0
NK597,NK,TZX,LXR,2025-07-12 22:30:00,2025-07-13 04:15:00,B737,Delayed,D47,2025-07-12,schedule,scheduled,345.0
MS975,MS,DXB,RAK,2025-07-12 17:15:00,2025-07-12 23:15:00,A350,Cancelled,B10,2025-07-12,schedule,scheduled,360.0
B65221,B6,DME,BGA,2025-07-12 08:45:00,2025-07-12 12:15:00,B787,Scheduled,C5,2025-07-12,schedule,scheduled,210.0
ZX8978,ZX,CUN,EMY,2025-07-12 18:15:00,2025-07-12 20:15:00,B777,On Time,D2,2025-07-12,schedule,scheduled,120.0
ZX433,ZX,NBE,PRG,2025-07-13 00:45:00,2025-07-13 05:00:00,B777,Scheduled,B16,2025-07-12,schedule,scheduled,255.0
ME147,ME,MZG,BKK,2025-07-12 11:45:00,2025-07-12 17:45:00,A350,On Time,C16,2025-07-12,schedule,scheduled,360.0
AZ4860,AZ,CAN,ATF,2025-07-12 10:00:00,2025-07-12 14:00:00,B787,Scheduled,B20,2025-07-12,schedule,scheduled,240.0
AD363,AD,RMQ,AMM,2025-07-12 10:00:00,2025-07-12 13:15:00,A320,Delayed,C35,2025-07-12,schedule,scheduled,195.0
PD6663,PD,DXB,MTY,2025-07-12 19:15:00,2025-07-12 21:15:00,A320,On Time,B18,2025-07-12,schedule,scheduled,120.0
AY3785,AY,KWJ,MFM,2025-07-12 07:15:00,2025-07-12 12:00:00,B787,Cancelled,C9,2025-07-12,schedule,scheduled,285.0
SV2578,SV,MFM,AEP,2025-07-13 00:45:00,2025-07-13 05:15:00,A320,Delayed,A3,2025-07-12,schedule,scheduled,270.0
ME3962,ME,YYZ,EWR,2025-07-12 11:00:00,2025-07-12 15:00:00,A350,On Time,B12,2025-07-12,schedule,scheduled,240.0
WF2401,WF,CUE,BEV,2025-07-12 12:30:00,2025-07-12 18:15:00,B777,On Time,D49,2025-07-12,schedule,scheduled,345.0
LX326,LX,UFA,ERH,2025-07-12 14:00:00,2025-07-12 18:45:00,B777,Delayed,B18,2025-07-12,schedule,scheduled,285.0
CI6951,CI,OKA,DEL,2025-07-12 12:45:00,2025-07-12 13:45:00,A350,Scheduled,A26,2025-07-12,schedule,scheduled,60.0
FJ8752,FJ,EBM,PUS,2025-07-12 17:15:00,2025-07-12 21:45:00,A320,Scheduled,D28,2025-07-12,schedule,scheduled,270.0
PX8131,PX,JIJ,JRS,2025-07-12 16:15:00,2025-07-12 18:30:00,B777,Cancelled,D16,2025-07-12,schedule,scheduled,135.0
QF8760,QF,RMF,TTT,2025-07-12 12:00:00,2025-07-12 17:45:00,B737,Delayed,C14,2025-07-12,schedule,scheduled,345.0
SW1056,SW,CTS,ASW,2025-07-12 19:30:00,2025-07-12 20:30:00,B737,Cancelled,A9,2025-07-12,schedule,scheduled,60.0
I57783,I5,EUN,EIL,2025-07-12 16:45:00,2025-07-12 18:30:00,A350,On Time,C4,2025-07-12,schedule,scheduled,105.0
SA9187,SA,SFA,LHR,2025-07-12 19:45:00,2025-07-12 20:45:00,B777,Scheduled,D42,2025-07-12,schedule,scheduled,60.0
RO8319,RO,JRS,BRU,2025-07-12 17:00:00,2025-07-12 19:00:00,B777,Cancelled,D17,2025-07-12,schedule,scheduled,120.0
IX8814,IX,PUQ,KRR,2025-07-12 18:00:00,2025-07-12 19:15:00,B777,Delayed,A49,2025-07-12,schedule,scheduled,75.0
JJ8228,JJ,FTE,CUZ,2025-07-12 16:00:00,2025-07-12 21:45:00,B777,Cancelled,A10,2025-07-12,schedule,scheduled,345.0
UK6791,UK,CHM,MAD,2025-07-12 23:15:00,2025-07-13 00:15:00,A350,On Time,C37,2025-07-12,schedule,scheduled,60.0
TT8579,TT,BGW,ARN,2025-07-12 06:00:00,2025-07-12 07:00:00,B737,Cancelled,C37,2025-07-12,schedule,scheduled,60.0
VA3891,VA,KIM,BOS,2025-07-12 21:30:00,2025-07-13 00:15:00,B777,Scheduled,B12,2025-07-12,schedule,scheduled,165.0
GF8919,GF,AKL,TTU,2025-07-12 06:30:00,2025-07-12 08:00:00,A350,On Time,C5,2025-07-12,schedule,scheduled,90.0
TP5936,TP,SAW,PVG,2025-07-12 15:00:00,2025-07-12 21:30:00,B737,Scheduled,A25,2025-07-12,schedule,scheduled,390.0
AS8739,AS,TCQ,HEL,2025-07-12 21:45:00,2025-07-13 02:45:00,B737,Cancelled,A9,2025-07-12,schedule,scheduled,300.0
TK2764,TK,TNG,ARN,2025-07-12 23:00:00,2025-07-13 05:45:00,B737,Scheduled,D25,2025-07-12,schedule,scheduled,405.0
P53143,P5,HKG,FCO,2025-07-12 09:15:00,2025-07-12 15:15:00,A320,On Time,C8,2025-07-12,schedule,scheduled,360.0
F81955,F8,AUH,TCQ,2025-07-12 08:15:00,2025-07-12 09:45:00,B787,Delayed,A22,2025-07-12,schedule,scheduled,90.0
RJ7480,RJ,DUD,LAS,2025-07-12 22:45:00,2025-07-13 02:45:00,B787,Cancelled,C37,2025-07-12,schedule,scheduled,240.0
ZX7273,ZX,SFA,HYD,2025-07-12 16:15:00,2025-07-12 21:00:00,B737,Cancelled,A37,2025-07-12,schedule,scheduled,285.0
QR2565,QR,FCO,DMM,2025-07-12 07:00:00,2025-07-12 09:30:00,B787,On Time,B17,2025-07-12,schedule,scheduled,150.0
P52352,P5,CYI,BJV,2025-07-12 11:45:00,2025-07-12 13:45:00,B737,Delayed,A22,2025-07-12,schedule,scheduled,120.0
KE7486,KE,IAD,ZCO,2025-07-12 09:45:00,2025-07-12 14:30:00,A350,Delayed,C37,2025-07-12,schedule,scheduled,285.0
W51910,W5,DMK,PVG,2025-07-12 21:45:00,2025-07-13 03:30:00,B777,Scheduled,D21,2025-07-12,schedule,scheduled,345.0
WG8866,WG,KSW,OTP,2025-07-12 14:15:00,2025-07-12 18:00:00,A350,Delayed,C7,2025-07-12,schedule,scheduled,225.0
RJ3424,RJ,DJE,VOG,2025-07-12 14:15:00,2025-07-12 17:00:00,B777,Delayed,B22,2025-07-12,schedule,scheduled,165.0
TK439,TK,MFK,TUN,2025-07-12 08:15:00,2025-07-12 12:15:00,A320,Delayed,D18,2025-07-12,schedule,scheduled,240.0
AZ3358,AZ,KWJ,IVC,2025-07-12 08:15:00,2025-07-12 14:15:00,B787,On Time,A4,2025-07-12,schedule,scheduled,360.0
MS492,MS,DUR,SVO,2025-07-12 11:30:00,2025-07-12 12:30:00,B737,Scheduled,B16,2025-07-12,schedule,scheduled,60.0
IX1018,IX,BNE,BJX,2025-07-13 00:15:00,2025-07-13 07:00:00,A350,Scheduled,D16,2025-07-12,schedule,scheduled,405.0
VJ5882,VJ,VIE,IST,2025-07-12 09:30:00,2025-07-12 14:00:00,B787,On Time,B2,2025-07-12,schedule,scheduled,270.0
IB5577,IB,DWC,FTE,2025-07-12 10:00:00,2025-07-12 13:15:00,A320,On Time,C49,2025-07-12,schedule,scheduled,195.0
